1,24,73,17:06:23,14/11/2018
2,24,50,17:06:25,14/11/2018
3,24,53,17:06:28,14/11/2018
4,24,61,17:06:33,14/11/2018
5,24,64,17:06:35,14/11/2018
6,24,66,17:06:38,14/11/2018
7,25,69,17:06:40,14/11/2018
8,25,71,17:06:43,14/11/2018
9,25,73,17:06:45,14/11/2018
10,25,74,17:06:48,14/11/2018
